,Line,Count,Description,Level,Degree,Plea,Disposition,Disposition Date,casenumber
3466,0,1,CNTRL SUBS LESS THAN 20 GRAM MARIJUANA (89313 6b),M,F,NO PLEA ENTERED,PRE-TRIAL INVERVENTION\DIVERSION,2021-06-30,20002989MMMA
3467,1,2,POSS OF PARAPHERNALIA (893147 1),M,F,NO PLEA ENTERED,PRE-TRIAL INVERVENTION\DIVERSION,2021-06-30,20002989MMMA
3468,0,1,MISUSE OF WIRELESS 911 SYSTEM (365172 14),M,F,NO PLEA ENTERED,PRE-TRIAL INVERVENTION\DIVERSION,2021-12-08,20003004MMMA
3469,0,1,DISORDERLY CONDUCT (99999999999),L,N,NO PLEA ENTERED,PRE-TRIAL INVERVENTION\DIVERSION,2020-07-14,20003008MOMS
3470,0,1,CNTRL SUBS LESS THAN 20 GRAM MARIJUANA (89313 6b),M,F,NO PLEA ENTERED,PRE-TRIAL INVERVENTION\DIVERSION,2020-07-22,20003040MMMA
3471,1,2,POSS OF PARAPHERNALIA (893147 1),M,F,NO PLEA ENTERED,PRE-TRIAL INVERVENTION\DIVERSION,2020-07-22,20003040MMMA
3472,0,1,BATTERY (DOMESTIC VIOLENCE) (78403 1a1),M,F,NO PLEA ENTERED,PRE-TRIAL INVERVENTION\DIVERSION,2020-09-14,20003073MMMA
3473,0,1,POSSESSION UNDERSIZED MACKEREL OR SPEC TROUT (379401 2b1),M,S,NO PLEA ENTERED,PRE-TRIAL INVERVENTION\DIVERSION,2020-08-04,20003093MMMA
3474,0,1,POSS OF PARAPHERNALIA (893147 1),M,F,NO PLEA ENTERED,PRE-TRIAL INVERVENTION\DIVERSION,2020-07-15,20003095MMMA
3475,0,1,CNTRL SUBS LESS THAN 20 GRAM MARIJUANA (89313 6b),M,F,NO PLEA ENTERED,PRE-TRIAL INVERVENTION\DIVERSION,2020-07-21,20003100MMMA
3476,1,2,POSS OF PARAPHERNALIA (893147 1),M,F,NO PLEA ENTERED,PRE-TRIAL INVERVENTION\DIVERSION,2020-07-21,20003100MMMA
3477,0,1,BATTERY  GENERAL (78403 1a1),M,F,NO PLEA ENTERED,PRE-TRIAL INVERVENTION\DIVERSION,2020-11-24,20003110MMMO
3478,0,1,NO DRIVER'S LICENSE - NEVER ISSUED (32203 1),M,S,NO PLEA ENTERED,PRE-TRIAL INVERVENTION\DIVERSION,2020-07-17,20003128CTMA
3479,0,1,NO DRIVER'S LICENSE - NEVER ISSUED (32203 1),M,S,NO PLEA ENTERED,PRE-TRIAL INVERVENTION\DIVERSION,2020-07-28,20003130CTMA
3480,0,1,NO VALID DRIVER'S LICENSE (32203 1a),M,F,NO PLEA ENTERED,PRE-TRIAL INVERVENTION\DIVERSION,2020-07-28,20003176CTMA
3481,0,1,BATTERY  GENERAL (78403 1a1),M,F,NO PLEA ENTERED,PRE-TRIAL INVERVENTION\DIVERSION,2020-10-09,20003184MMMA
3482,0,1,ASSAULT WITH INTENT TO DO VIOLENCE (784011),M,S,NO PLEA ENTERED,PRE-TRIAL INVERVENTION\DIVERSION,2021-03-22,20003185MMMA
3483,0,1,CRIMINAL MISCHIEF GENERAL (80613 1b1),M,S,NO PLEA ENTERED,PRE-TRIAL INVERVENTION\DIVERSION,2020-07-28,20003203MMMA
3484,0,1,PERMITTING UNAUTH OPERATOR TO DRIVE (32236),M,S,NO PLEA ENTERED,PRE-TRIAL INVERVENTION\DIVERSION,2020-08-11,20003206CTMA
3485,0,1,DRIVING UNDER THE INFLUENCE (316193 1a),M,F,,,,20003227CTMA
3486,0,1,POSS OF ALCOHOL BY PERSON LESS THAN 21 YEARS OF AGE (562111),M,S,NO PLEA ENTERED,PRE-TRIAL INVERVENTION\DIVERSION,2020-07-20,20003232MMMO
3487,0,1,DISORDERLY CONDUCT ON THE PREMISES OF AN ESTABLISHMENT; DETENTION; ARREST; IMMUNITY FROM LIABILITY (509143),M,F,NO PLEA ENTERED,PRE-TRIAL INVERVENTION\DIVERSION,2020-07-27,20003237MMMO
3488,0,1,PETIT THEFT SECOND CONVICTION (812014 3b),M,F,,,,20003238MMMO
3489,0,1,NO DRIVER'S LICENSE - NEVER ISSUED (32203 1),M,S,NO PLEA ENTERED,PRE-TRIAL INVERVENTION\DIVERSION,2020-08-04,20003249CTMA
3490,0,1,NO DRIVER'S LICENSE - NEVER ISSUED (32203 1),M,S,NO PLEA ENTERED,PRE-TRIAL INVERVENTION\DIVERSION,2020-09-25,20003250CTMA
3491,0,1,DRIVER'S LICENSE SUS/REV - KNOWINGLY (32234 2b),M,F,NO PLEA ENTERED,PRE-TRIAL INVERVENTION\DIVERSION,2020-08-28,20003267CTMA
3492,0,1,FALSE FIRE ALARM (806101),M,F,NO PLEA ENTERED,PRE-TRIAL INVERVENTION\DIVERSION,2020-07-16,20003267MMMO
3493,0,1,RECKLESS DRIVING (316192 1),M,S,NO PLEA ENTERED,PRE-TRIAL INVERVENTION\DIVERSION,2020-07-23,20003268CTMA
3494,0,1,VIOLATION OF GOVERNOR EMERGENCY ORDERS (25247),M,S,NO PLEA ENTERED,PRE-TRIAL INVERVENTION\DIVERSION,2020-09-29,20003274MMMA
3495,0,1,CNTRL SUBS LESS THAN 20 GRAM MARIJUANA (89313 6b),M,F,NO PLEA ENTERED,PRE-TRIAL INVERVENTION\DIVERSION,2020-10-19,20003304MMMA
3496,1,2,POSS OF PARAPHERNALIA (893147 1),M,F,NO PLEA ENTERED,PRE-TRIAL INVERVENTION\DIVERSION,2020-10-19,20003304MMMA
3497,0,1,POSS OF ALCOHOL BY PERSON LESS THAN 21 YEARS OF AGE (562111),M,S,NO PLEA ENTERED,PRE-TRIAL INVERVENTION\DIVERSION,2020-11-10,20003307MMMA
3498,0,1,CRIMINAL  MISCHIEF (OVER  200 DOLLARS UNDER 1000 DOLLARS) (80613 1b2),M,F,NO PLEA ENTERED,PRE-TRIAL INVERVENTION\DIVERSION,2021-01-08,20003321MMMA
3499,0,1,CNTRL SUBS LESS THAN 20 GRAM MARIJUANA (89313 6b),M,F,NO PLEA ENTERED,PRE-TRIAL INVERVENTION\DIVERSION,2020-07-29,20003322MMMA
3500,0,1,DRIVING UNDER THE INFLUENCE (316193 1a),M,F,,,,20003346CTMA
3501,0,1,DRIVING UNDER THE INFLUENCE (316193 1a),M,F,NOLO-CONTENDERE,ADJUDICATED GUILTY,2020-07-29,20003357CTMA
3502,0,1,BATTERY (DOMESTIC VIOLENCE) (78403 1a1),M,F,NO PLEA ENTERED,PRE-TRIAL INVERVENTION\DIVERSION,2020-07-22,20003360MMMA
3503,0,1,DISORDERLY CONDUCT (87703),M,S,NO PLEA ENTERED,PRE-TRIAL INVERVENTION\DIVERSION,2020-10-12,20003371MMMA
3504,0,1,TRESPASS OCCUPIED STRUCTURE OR CONVEYANCE (81008 2b),M,F,NO PLEA ENTERED,MENTALLY/PHYSICALLY UNABLE TO STAND TRIAL,2020-10-20,20003408MMMA
3505,0,1,BATTERY (DOMESTIC VIOLENCE) (78403 1a1),M,F,NO PLEA ENTERED,PRE-TRIAL INVERVENTION\DIVERSION,2020-07-24,20003409MMMA
3506,0,1,CNTRL SUBS LESS THAN 20 GRAM MARIJUANA (89313 6b),M,F,NO PLEA ENTERED,PRE-TRIAL INVERVENTION\DIVERSION,2020-07-28,20003419MMMA
3507,1,2,POSS OF PARAPHERNALIA (893147 1),M,F,NO PLEA ENTERED,PRE-TRIAL INVERVENTION\DIVERSION,2020-07-28,20003419MMMA
3508,0,1,PETIT THEFT (812014 3a),M,S,NO PLEA ENTERED,PRE-TRIAL INVERVENTION\DIVERSION,2020-08-03,20003426MMMA
3509,0,1,BATTERY  GENERAL (78403 1a1),M,F,NO PLEA ENTERED,PRE-TRIAL INVERVENTION\DIVERSION,2021-05-03,20003428MMMA
3510,0,1,BATTERY (DOMESTIC VIOLENCE) (78403 1a1),M,F,NO PLEA ENTERED,PRE-TRIAL INVERVENTION\DIVERSION,2021-05-18,20003432MMMA
3511,0,1,LEAVING SCENE OF CRASH INVOLVING DAMAGE (316061),M,S,,,,20003454CTMA
3512,0,1,RESIST OFFICER WITHOUT VIOLENCE (84302),M,F,NO PLEA ENTERED,PRE-TRIAL INVERVENTION\DIVERSION,2020-07-30,20003461MMMA
3513,0,1,DRIVING WITHOUT A DRIVER'S LICENSE (32203 1),M,S,NO PLEA ENTERED,PRE-TRIAL INVERVENTION\DIVERSION,2021-04-05,20003463CTMA
3514,0,1,RACING ON HIGHWAY (316191 2a),M,F,NO PLEA ENTERED,PRE-TRIAL INVERVENTION\DIVERSION,2020-08-07,20003485CTMA
3515,0,1,PETIT THEFT (812014 3a),M,S,NO PLEA ENTERED,PRE-TRIAL INVERVENTION\DIVERSION,2021-01-11,20003515MMMO
3516,0,1,DISORDERLY CONDUCT (99999999999),L,N,NO PLEA ENTERED,PRE-TRIAL INVERVENTION\DIVERSION,2020-08-04,20003518MOMS
3517,0,1,BATTERY (DOMESTIC VIOLENCE) (78403 1a1),M,F,NO PLEA ENTERED,PRE-TRIAL INVERVENTION\DIVERSION,2020-10-20,20003535MMMO
3518,0,1,BATTERY (DOMESTIC VIOLENCE) (78403 1a1),M,F,NO PLEA ENTERED,PRE-TRIAL INVERVENTION\DIVERSION,2020-10-22,20003537MMMO
3519,0,1,PETIT THEFT (812014 3a),M,S,NO PLEA ENTERED,PRE-TRIAL INVERVENTION\DIVERSION,2021-09-02,20003543MMMA
3520,0,1,BATTERY  GENERAL (78403 1a1),M,F,NO PLEA ENTERED,PRE-TRIAL INVERVENTION\DIVERSION,2020-08-05,20003564MMMA
3521,0,1,POSSESS OVER BAG LIMIT RED FISH (379401 2a),M,S,NO PLEA ENTERED,PRE-TRIAL INVERVENTION\DIVERSION,2020-10-20,20003606MMMA
3522,1,2,OVER SIZED RED DRUM FISH (379401 2a),M,S,NO PLEA ENTERED,PRE-TRIAL INVERVENTION\DIVERSION,2020-10-20,20003606MMMA
3523,2,3,POSSESSION OF RED FISH OR RED DRUM NOT IN WHOLE CONDITION (379401 2b1),M,S,NO PLEA ENTERED,PRE-TRIAL INVERVENTION\DIVERSION,2020-10-20,20003606MMMA
3524,0,1,POSSESSION OF UNDERSIZED SNAPPER (379401 2a),M,S,NO PLEA ENTERED,PRE-TRIAL INVERVENTION\DIVERSION,2020-08-21,20003607MMMA
3525,0,1,CNTRL SUBS LESS THAN 20 GRAM MARIJUANA (89313 6b),M,F,NO PLEA ENTERED,PRE-TRIAL INVERVENTION\DIVERSION,2020-08-17,20003613MMMA
3526,0,1,DRIVING WITHOUT A DRIVER'S LICENSE (32203 1),M,S,NO PLEA ENTERED,PRE-TRIAL INVERVENTION\DIVERSION,2020-08-31,20003645CTMA
3527,0,1,DRIVING WITHOUT A DRIVER'S LICENSE (32203 1),M,S,NO PLEA ENTERED,PRE-TRIAL INVERVENTION\DIVERSION,2020-10-16,20003647CTMA
3528,0,1,POSSESSION SALT WATER FISH DURING CLOSED SEASON (379401 2a),M,S,NO PLEA ENTERED,PRE-TRIAL INVERVENTION\DIVERSION,2020-08-25,20003650MMMA
3529,0,1,RETAIL THEFT (812014 3a),M,S,NO PLEA ENTERED,PRE-TRIAL INVERVENTION\DIVERSION,2020-08-11,20003665MMMA
3530,0,1,POSS OF ALCOHOL BY PERSON LESS THAN 21 YEARS OF AGE (562111),M,S,NO PLEA ENTERED,PRE-TRIAL INVERVENTION\DIVERSION,2020-08-21,20003676MMMA
3531,0,1,CONTRIBUTING TO THE DELINQUENCY OF A MINOR (82704 1),M,F,NO PLEA ENTERED,PRE-TRIAL INVERVENTION\DIVERSION,2020-08-24,20003677MMMA
3532,0,1,CNTRL SUBS LESS THAN 20 GRAM MARIJUANA (89313 6b),M,F,NO PLEA ENTERED,PRE-TRIAL INVERVENTION\DIVERSION,2020-08-31,20003681MMMA
3533,0,1,RETAIL THEFT (8120152),M,F,NO PLEA ENTERED,PRE-TRIAL INVERVENTION\DIVERSION,2020-09-22,20003685MMMA
3534,0,1,RETAIL THEFT (8120152),M,F,NO PLEA ENTERED,PRE-TRIAL INVERVENTION\DIVERSION,2020-09-22,20003687MMMA
3535,0,1,BATTERY  GENERAL (78403 1a1),M,F,,,,20003697MMMO
3536,0,1,PERMITTING UNAUTH OPERATOR TO DRIVE (32236),M,S,NO PLEA ENTERED,PRE-TRIAL INVERVENTION\DIVERSION,2021-03-29,20003699CTMA
3537,0,1,SALE OF ALCOHOLIC BEVERAGES WITHOUT LICENSE (56212),M,S,NO PLEA ENTERED,PRE-TRIAL INVERVENTION\DIVERSION,2021-12-02,20003723MMMA
3538,0,1,POSSESSION SALT WATER FISH OUT OF SEASON (379401 2a),M,S,NO PLEA ENTERED,PRE-TRIAL INVERVENTION\DIVERSION,2020-09-03,20003811MMMA
3539,1,2,FAILURE TO LAND IN WHOLE CONDITION (379401 2a),M,S,NO PLEA ENTERED,PRE-TRIAL INVERVENTION\DIVERSION,2020-09-03,20003811MMMA
3540,0,1,BATTERY (DOMESTIC VIOLENCE) (78403 1a1),M,F,NO PLEA ENTERED,PRE-TRIAL INVERVENTION\DIVERSION,2021-12-03,20003814MMMA
3541,0,1,PETIT THEFT (812014 3a),M,S,NO PLEA ENTERED,PRE-TRIAL INVERVENTION\DIVERSION,2020-08-25,20003830MMMO
3542,0,1,BREACH OF PEACE (87703),M,S,NO PLEA ENTERED,PRE-TRIAL INVERVENTION\DIVERSION,2020-09-29,20003842MMMO
3543,1,2,DISORDERLY CONDUCT ON THE PREMISES OF AN ESTABLISHMENT; DETENTION; ARREST; IMMUNITY FROM LIABILITY (509143),M,F,NO PLEA ENTERED,PRE-TRIAL INVERVENTION\DIVERSION,2020-09-29,20003842MMMO
3544,0,1,CNTRL SUBS LESS THAN 20 GRAM MARIJUANA (89313 6b),M,F,NO PLEA ENTERED,PRE-TRIAL INVERVENTION\DIVERSION,2020-09-21,20003863MMMA
3545,1,2,POSS OF PARAPHERNALIA (893147 1),M,F,NO PLEA ENTERED,PRE-TRIAL INVERVENTION\DIVERSION,2020-09-21,20003863MMMA
3546,0,1,BATTERY (DOMESTIC VIOLENCE) (78403 1a1),M,F,NO PLEA ENTERED,PRE-TRIAL INVERVENTION\DIVERSION,2020-09-30,20003869MMMA
3547,0,1,BATTERY  GENERAL (78403 1a1),M,F,NO PLEA ENTERED,PRE-TRIAL INVERVENTION\DIVERSION,2020-10-26,20003889MMMA
3548,0,1,RETAIL THEFT (8120152),M,F,NO PLEA ENTERED,PRE-TRIAL INVERVENTION\DIVERSION,2021-02-10,20003899MMMO
3549,0,1,RESIST OFFICER WITHOUT VIOLENCE (84302),M,F,NO PLEA ENTERED,PRE-TRIAL INVERVENTION\DIVERSION,2020-10-01,20003904MMMO
3550,0,1,RETAIL THEFT (8120152),M,F,NO PLEA ENTERED,PRE-TRIAL INVERVENTION\DIVERSION,2020-08-31,20003906MMMO
3551,0,1,DISORDERLY CONDUCT (99999999999),L,N,NO PLEA ENTERED,PRE-TRIAL INVERVENTION\DIVERSION,2020-12-09,20003908MOMS
3552,0,1,PETIT THEFT (812014 3a),M,S,NO PLEA ENTERED,PRE-TRIAL INVERVENTION\DIVERSION,2021-07-22,20003910MMMO
3553,0,1,BATTERY  GENERAL (78403 1a1),M,F,NOLO-CONTENDERE,ADJUDICATED GUILTY,2021-02-25,20003921MMMA
3554,0,1,RETAIL THEFT (8120152),M,F,NO PLEA ENTERED,PRE-TRIAL INVERVENTION\DIVERSION,2020-12-30,20003925MMMA
3555,0,1,NO MOTOR VEHICLE REGISTRATION (32002 1),M,S,NO PLEA ENTERED,PRE-TRIAL INVERVENTION\DIVERSION,2021-03-05,20003930CTMA
3556,0,1,TRESPASS OF STRUCTURE OR CONVEYANCE (81008 1),M,S,,,,20003944MMMA
3557,0,1,BATTERY  GENERAL (78403 1a1),M,F,NO PLEA ENTERED,PRE-TRIAL INVERVENTION\DIVERSION,2020-09-04,20003949MMMO
3558,0,1,BATTERY  GENERAL (78403 1a1),M,F,NO PLEA ENTERED,PRE-TRIAL INVERVENTION\DIVERSION,2020-12-16,20003951MMMA
3559,1,2,BATTERY  GENERAL (78403 1a1),M,F,NO PLEA ENTERED,PRE-TRIAL INVERVENTION\DIVERSION,2020-12-16,20003951MMMA
3560,0,1,RETAIL THEFT (8120152),M,F,NO PLEA ENTERED,PRE-TRIAL INVERVENTION\DIVERSION,2020-09-09,20004010MMMO
3561,0,1,CNTRL SUBS LESS THAN 20 GRAM MARIJUANA (89313 6b),M,F,NO PLEA ENTERED,PRE-TRIAL INVERVENTION\DIVERSION,2020-09-21,20004050MMMA
3562,0,1,CNTRL SUBS LESS THAN 20 GRAM MARIJUANA (89313 6b),M,F,NO PLEA ENTERED,PRE-TRIAL INVERVENTION\DIVERSION,2020-09-08,20004080MMMA
3563,0,1,POSSESSION SALT WATER FISH DURING CLOSED SEASON (379401 2a),M,S,NO PLEA ENTERED,PRE-TRIAL INVERVENTION\DIVERSION,2020-09-10,20004086MMMA
3564,0,1,NO VALID DRIVER'S LICENSE (32203 1),M,S,NO PLEA ENTERED,PRE-TRIAL INVERVENTION\DIVERSION,2022-02-15,20004101CTMA
3565,0,1,DRIVER'S LICENSE SUS/REV - KNOWINGLY (32234 2b),M,F,,,,20004129CTMA
3566,0,1,CNTRL SUBS LESS THAN 20 GRAM MARIJUANA (89313 6b),M,F,NO PLEA ENTERED,PRE-TRIAL INVERVENTION\DIVERSION,2020-09-18,20004131MMMA
3567,0,1,DISORDERLY CONDUCT (87703),M,S,NO PLEA ENTERED,PRE-TRIAL INVERVENTION\DIVERSION,2021-06-02,20004146MMMA
3568,0,1,CNTRL SUBS LESS THAN 20 GRAM MARIJUANA (89313 6b),M,F,NO PLEA ENTERED,PRE-TRIAL INVERVENTION\DIVERSION,2020-09-08,20004160MMMA
3569,1,2,POSS OF PARAPHERNALIA (893147 1),M,F,NO PLEA ENTERED,PRE-TRIAL INVERVENTION\DIVERSION,2020-09-08,20004160MMMA
3570,0,1,POSS OF PARAPHERNALIA (893147 1),M,F,NO PLEA ENTERED,PRE-TRIAL INVERVENTION\DIVERSION,2020-09-08,20004161MMMA
3571,1,2,CNTRL SUBS LESS THAN 20 GRAM MARIJUANA (89313 6b),M,F,NO PLEA ENTERED,PRE-TRIAL INVERVENTION\DIVERSION,2020-09-08,20004161MMMA
3572,0,1,DISORDERLY CONDUCT (87703),M,S,NO PLEA ENTERED,PRE-TRIAL INVERVENTION\DIVERSION,2021-06-30,20004166MMMA
3573,0,1,DISORDERLY CONDUCT (87703),M,S,NO PLEA ENTERED,PRE-TRIAL INVERVENTION\DIVERSION,2021-06-24,20004167MMMA
3574,0,1,DISORDERLY CONDUCT (87703),M,S,NO PLEA ENTERED,PRE-TRIAL INVERVENTION\DIVERSION,2020-09-25,20004169MMMA
3575,0,1,DRIVING WITHOUT A DRIVER'S LICENSE (32203 1),M,S,NO PLEA ENTERED,PRE-TRIAL INVERVENTION\DIVERSION,2020-10-02,20004232CTMA
3576,0,1,RECKLESS DRIVING (316192 1),M,S,NO PLEA ENTERED,PRE-TRIAL INVERVENTION\DIVERSION,2020-11-17,20004245CTMA
3577,0,1,PETIT THEFT (812014 3a),M,S,,,,20004246MMMA
3578,0,1,LVN SCE ACCIDENT WITH  DAMAGE MORE THAN $50 (316061 1),M,S,NO PLEA ENTERED,PRE-TRIAL INVERVENTION\DIVERSION,2021-06-18,20004291CTMA
3579,0,1,BATTERY (DOMESTIC VIOLENCE) (78403 1a1),M,F,NO PLEA ENTERED,PRE-TRIAL INVERVENTION\DIVERSION,2021-03-16,20004322MMMA
3580,0,1,RETAIL THEFT (8120152),M,F,NO PLEA ENTERED,PRE-TRIAL INVERVENTION\DIVERSION,2020-09-25,20004386MMMA
3581,0,1,BATTERY (DOMESTIC VIOLENCE) (74129 6),M,F,,,,20004401MMMA
3582,0,1,DISORDERLY INTOXICATION (856011),M,S,NO PLEA ENTERED,PRE-TRIAL INVERVENTION\DIVERSION,2020-10-27,20004402MMMO
3583,0,1,RENT VESSEL WO SAFETY EQUIP (32754),M,S,NO PLEA ENTERED,PRE-TRIAL INVERVENTION\DIVERSION,2021-07-22,20004425MMMA
3584,0,1,RETAIL THEFT (8120152),M,F,NO PLEA ENTERED,PRE-TRIAL INVERVENTION\DIVERSION,2020-10-16,20004446MMMO
3585,0,1,EXPIRED DL (MORE THAN 6 MONTHS) (32203 5),M,S,NO PLEA ENTERED,PRE-TRIAL INVERVENTION\DIVERSION,2021-07-29,20004470CTMA
3586,0,1,IMPROPER EXHIBITION OF DANGEROUS WEAPONS OR FIREARMS (79010),M,F,NO PLEA ENTERED,PRE-TRIAL INVERVENTION\DIVERSION,2020-11-19,20004475MMMO
3587,0,1,DRIVING WHILE LICENSE SUSPENDED OR REVOKED (32234 2a),M,S,,,,20004499CTMA
3588,0,1,NO DRIVER'S LICENSE - NEVER ISSUED (32203 1),M,S,NO PLEA ENTERED,PRE-TRIAL INVERVENTION\DIVERSION,2020-10-16,20004505CTMA
3589,0,1,FALSE FIRE ALARM (806101),M,F,NO PLEA ENTERED,PRE-TRIAL INVERVENTION\DIVERSION,2020-10-08,20004505MMMO
3590,0,1,NO DRIVER'S LICENSE - NEVER ISSUED (32203 1),M,S,NO PLEA ENTERED,PRE-TRIAL INVERVENTION\DIVERSION,2020-10-26,20004508CTMA
3591,0,1,LEAVE SCENE OF ACCIDENT INVOLVE DAMAGE TO PROP (316061),M,S,NO PLEA ENTERED,PRE-TRIAL INVERVENTION\DIVERSION,2021-08-25,20004522CTMA
3592,0,1,DRIVING UNDER THE INFLUENCE (316193 1a),M,F,,,,20004548CTMA
3593,0,1,NO VALID DRIVER'S LICENSE (32203 1a),M,F,NO PLEA ENTERED,PRE-TRIAL INVERVENTION\DIVERSION,2020-10-13,20004560CTMA
3594,0,1,RESIST OFFICER WITHOUT VIOLENCE (84302),M,F,NO PLEA ENTERED,PRE-TRIAL INVERVENTION\DIVERSION,2020-10-08,20004567MMMO
3595,0,1,AFFRAYS (87001 1),M,F,NO PLEA ENTERED,PRE-TRIAL INVERVENTION\DIVERSION,2021-05-18,20004582MMMA
3596,0,1,AFFRAYS (87001 1),M,F,NO PLEA ENTERED,PRE-TRIAL INVERVENTION\DIVERSION,2021-05-19,20004586MMMA
3597,0,1,NO DRIVER'S LICENSE - NEVER ISSUED (32203 1),M,S,NO PLEA ENTERED,PRE-TRIAL INVERVENTION\DIVERSION,2021-01-12,20004606CTMA
3598,0,1,FAILURE TO FULFILL DUTY UPON DAMAGING UNATTENDED PROPERTY (316063 1),M,S,NO PLEA ENTERED,PRE-TRIAL INVERVENTION\DIVERSION,2021-04-20,20004683CTMA
3599,0,1,CAMPING ON BEACH (99999999999),L,N,NO PLEA ENTERED,MENTALLY/PHYSICALLY UNABLE TO STAND TRIAL,2021-02-12,20004702MOMS
3600,0,1,CNTRL SUBS LESS THAN 20 GRAM MARIJUANA (89313 6b),M,F,NO PLEA ENTERED,PRE-TRIAL INVERVENTION\DIVERSION,2020-10-26,20004714MMMA
3601,0,1,LVN SCE ACCIDENT WITH  DAMAGE MORE THAN $50 (316061 1),M,S,NO PLEA ENTERED,PRE-TRIAL INVERVENTION\DIVERSION,2021-07-23,20004720CTMA
3602,0,1,ATTEMPTING TO TAKE MIGRATORY BIRDS OVER A BAITED AREA (379401 2a),M,S,NO PLEA ENTERED,PRE-TRIAL INVERVENTION\DIVERSION,2020-11-03,20004722MMMA
3603,0,1,DISORDERLY CONDUCT (87703),M,S,NO PLEA ENTERED,PRE-TRIAL INVERVENTION\DIVERSION,2020-10-16,20004756MMMA
3604,0,1,BATTERY (DOMESTIC VIOLENCE) (78403 1a1),M,F,NOT GUILTY BY REASON OF INSANITY,PRE-TRIAL INVERVENTION\DIVERSION,2020-11-06,20004761MMMO
3605,0,1,CRIMINAL MISCHIEF (LESS THAN $200.00) (80613),M,S,,,,20004806MMMA
3606,1,2,TRESPASS OF STRUCTURE OR CONVEYANCE (81008 1),M,S,,,,20004806MMMA
3607,0,1,CRIMINAL MISCHIEF GENERAL (80613 1b1),M,S,NO PLEA ENTERED,PRE-TRIAL INVERVENTION\DIVERSION,2021-01-05,20004817MMMA
3608,0,1,LVN SCE ACCIDENT WITH  DAMAGE MORE THAN $50 (316061 1),M,S,NO PLEA ENTERED,PRE-TRIAL INVERVENTION\DIVERSION,2021-03-18,20004823CTMA
3609,0,1,POSSESSION SALT WATER FISH DURING CLOSED SEASON (379401 2a),M,S,NO PLEA ENTERED,PRE-TRIAL INVERVENTION\DIVERSION,2020-10-27,20004827MMMA
3610,1,2,POSSESSION UNDERSIZED SALT WATER FISH (379401 2a),M,S,NO PLEA ENTERED,PRE-TRIAL INVERVENTION\DIVERSION,2020-10-27,20004827MMMA
3611,2,3,FAILURE TO LAND SHARK IN WHOLE CONDITION (3792412),M,S,NO PLEA ENTERED,PRE-TRIAL INVERVENTION\DIVERSION,2020-10-27,20004827MMMA
3612,3,4,POSS OF UNDERSIZED AMBERJACK (3792412),M,S,NO PLEA ENTERED,PRE-TRIAL INVERVENTION\DIVERSION,2020-10-27,20004827MMMA
3613,0,1,DRIVING UNDER THE INFLUENCE (316193 1a),M,F,,,,20004849CTMA
3614,0,1,ATTACH REGISTRATION LICENSE PLATE NOT ASSIGNED (320261),M,S,,,,20004850CTMA
3615,0,1,FALSE REPORT TO LAW ENFRC (83705 1),M,F,NO PLEA ENTERED,PRE-TRIAL INVERVENTION\DIVERSION,2021-03-31,20004862MMMA
3616,0,1,BATTERY (DOMESTIC VIOLENCE) (78403 1a1),M,F,NO PLEA ENTERED,PRE-TRIAL INVERVENTION\DIVERSION,2021-02-09,20004866MMMA
3617,0,1,DRIVING WHILE LICENSE SUSPENDED OR REVOKED (32234 2a),M,S,,,,20004872CTMA
3618,0,1,CNTRL SUBS LESS THAN 20 GRAM MARIJUANA (89313 6b),M,F,NO PLEA ENTERED,PRE-TRIAL INVERVENTION\DIVERSION,2020-10-21,20004874MMMO
3619,1,2,POSS OF PARAPHERNALIA (893147 1),M,F,NO PLEA ENTERED,PRE-TRIAL INVERVENTION\DIVERSION,2020-10-21,20004874MMMO
3620,0,1,BATTERY (78403 1a2),M,F,NO PLEA ENTERED,PRE-TRIAL INVERVENTION\DIVERSION,2020-10-19,20004885MMMA
3621,0,1,CNTRL SUBS LESS THAN 20 GRAM MARIJUANA (89313 6b),M,F,NO PLEA ENTERED,PRE-TRIAL INVERVENTION\DIVERSION,2020-11-09,20004900MMMA
3622,0,1,CNTRL SUBS LESS THAN 20 GRAM MARIJUANA (89313 6b),M,F,NO PLEA ENTERED,PRE-TRIAL INVERVENTION\DIVERSION,2020-10-22,20004903MMMO
3623,1,2,POSS OF ALCOHOL BY PERSON LESS THAN 21 YEARS OF AGE (562111),M,S,NO PLEA ENTERED,PRE-TRIAL INVERVENTION\DIVERSION,2020-10-22,20004903MMMO
3624,0,1,HUNTING OR FISHING LICENSE SUSPENDED/REVOKED (379354 17),M,F,NO PLEA ENTERED,PRE-TRIAL INVERVENTION\DIVERSION,2022-08-25,20004921MMMA
3625,0,1,DISORDERLY CONDUCT (87703),M,S,NO PLEA ENTERED,PRE-TRIAL INVERVENTION\DIVERSION,2020-12-28,20004927MMMA
3626,1,2,ASSAULT WITH INTENT TO DO VIOLENCE (784011),M,S,NO PLEA ENTERED,PRE-TRIAL INVERVENTION\DIVERSION,2020-12-28,20004927MMMA
3627,2,3,ASSAULT WITH INTENT TO DO VIOLENCE (784011),M,S,NO PLEA ENTERED,PRE-TRIAL INVERVENTION\DIVERSION,2020-12-28,20004927MMMA
3628,3,4,ASSAULT WITH INTENT TO DO VIOLENCE (784011),M,S,NO PLEA ENTERED,PRE-TRIAL INVERVENTION\DIVERSION,2020-12-28,20004927MMMA
