,Line,Date,Event,Judge,Location,Result,casenumber
9359,3,2022-08-17 13:30:00,VIOLATION PROBATION,"VANN, SHANE",COURTHOUSE 2ND FLOOR - EAST,Continued,21000110MMMA
9360,4,2022-05-25 13:30:00,VIOLATION PROBATION,"VANN, SHANE",COURTHOUSE 2ND FLOOR - EAST,Continued,21000110MMMA
9361,5,2022-05-19 12:00:00,FIRST APPEARANCE,"GRAMMER, JOE",MINI COURTROOM 2ND FLOOR,Not Assigned,21000110MMMA
9362,6,2021-07-08 11:00:00,PRETRIAL,"VANN, SHANE",COURTHOUSE 2ND FLOOR - EAST,Sentenced,21000110MMMA
9363,7,2021-05-13 11:00:00,PRETRIAL,"VANN, SHANE",COURTHOUSE 2ND FLOOR - EAST,Continued,21000110MMMA
9364,8,2021-03-10 08:30:00,ARRAIGNMENT,"VANN, SHANE","COUNTY COURTROOM, BAY COUNTY COURTHOUSE 300 E 4TH STREET",Continued,21000110MMMA
9365,9,2021-01-13 08:30:00,ARRAIGNMENT,"VANN, SHANE","COUNTY COURTROOM, BAY COUNTY COURTHOUSE 300 E 4TH STREET",Continued,21000110MMMA
9366,10,2021-01-09 08:30:00,FIRST APPEARANCE,"DYER, WILLIAM","COUNTY COURTROOM, BAY COUNTY COURTHOUSE 300 E 4TH STREET",Not Assigned,21000110MMMA
9367,0,2022-03-10 09:00:00,TRIAL MANAGEMENT,"VANN, SHANE",COURTHOUSE 2ND FLOOR - EAST,Pre Trial,21000122MMMA
9368,1,2022-01-13 09:00:00,TRIAL MANAGEMENT,"VANN, SHANE",COURTHOUSE 2ND FLOOR - EAST,Continued,21000122MMMA
9369,2,2021-10-28 09:00:00,PRETRIAL,"VANN, SHANE",COURTHOUSE 2ND FLOOR - EAST,Continued,21000122MMMA
9370,3,2021-09-02 09:00:00,PRETRIAL,"VANN, SHANE",COURTHOUSE 2ND FLOOR - EAST,Continued,21000122MMMA
9371,4,2021-07-08 09:00:00,PRETRIAL,"VANN, SHANE",COURTHOUSE 2ND FLOOR - EAST,Continued,21000122MMMA
9372,5,2021-05-13 09:00:00,PRETRIAL,"VANN, SHANE",COURTHOUSE 2ND FLOOR - EAST,Continued,21000122MMMA
9373,6,2021-03-18 09:00:00,PRETRIAL,"VANN, SHANE",COURTHOUSE 2ND FLOOR - EAST,Continued,21000122MMMA
9374,7,2021-01-13 08:30:00,ARRAIGNMENT,"VANN, SHANE","COUNTY COURTROOM, BAY COUNTY COURTHOUSE 300 E 4TH STREET",Continued,21000122MMMA
9375,8,2021-01-10 08:30:00,FIRST APPEARANCE,"DYER, WILLIAM","COUNTY COURTROOM, BAY COUNTY COURTHOUSE 300 E 4TH STREET",Not Assigned,21000122MMMA
9376,0,2021-06-03 13:00:00,TRIAL MANAGEMENT,"VANN, SHANE",COURTHOUSE 2ND FLOOR - EAST,Pre Trial,21000126MMMA
9377,1,2021-05-13 10:00:00,PRETRIAL,"VANN, SHANE",COURTHOUSE 2ND FLOOR - EAST,Continued,21000126MMMA
9378,2,2021-03-10 08:30:00,ARRAIGNMENT,"VANN, SHANE","COUNTY COURTROOM, BAY COUNTY COURTHOUSE 300 E 4TH STREET",Continued,21000126MMMA
9379,3,2021-01-13 08:30:00,ARRAIGNMENT,"VANN, SHANE","COUNTY COURTROOM, BAY COUNTY COURTHOUSE 300 E 4TH STREET",Continued,21000126MMMA
9380,4,2021-01-12 10:30:00,FIRST APPEARANCE,"VANN, SHANE",MINI COURTROOM 2ND FLOOR,Not Assigned,21000126MMMA
9381,0,2021-07-29 13:00:00,TRIAL MANAGEMENT,"VANN, SHANE",COURTHOUSE 2ND FLOOR - EAST,Pre Trial,21000128MMMA
9382,1,2021-06-03 13:00:00,TRIAL MANAGEMENT,"VANN, SHANE",COURTHOUSE 2ND FLOOR - EAST,Continued,21000128MMMA
9383,2,2021-05-13 10:00:00,PRETRIAL,"VANN, SHANE",COURTHOUSE 2ND FLOOR - EAST,Continued,21000128MMMA
9384,3,2021-03-10 08:30:00,ARRAIGNMENT,"VANN, SHANE","COUNTY COURTROOM, BAY COUNTY COURTHOUSE 300 E 4TH STREET",Continued,21000128MMMA
9385,4,2021-01-13 08:30:00,ARRAIGNMENT,"VANN, SHANE","COUNTY COURTROOM, BAY COUNTY COURTHOUSE 300 E 4TH STREET",Continued,21000128MMMA
9386,5,2021-01-12 10:30:00,FIRST APPEARANCE,"VANN, SHANE",MINI COURTROOM 2ND FLOOR,Not Assigned,21000128MMMA
9387,0,2022-12-15 09:00:00,TRIAL MANAGEMENT,"VANN, SHANE",COURTHOUSE 2ND FLOOR - EAST,Not Assigned,21000129CTMA
9388,1,2022-10-20 09:00:00,TRIAL MANAGEMENT,"VANN, SHANE",COURTHOUSE 2ND FLOOR - EAST,Continued,21000129CTMA
9389,2,2022-08-25 09:00:00,TRIAL MANAGEMENT,"VANN, SHANE",COURTHOUSE 2ND FLOOR - EAST,Continued,21000129CTMA
9390,3,2022-06-30 09:00:00,TRIAL MANAGEMENT,"VANN, SHANE",COURTHOUSE 2ND FLOOR - EAST,Continued,21000129CTMA
9391,4,2022-05-05 09:00:00,TRIAL MANAGEMENT,"VANN, SHANE",COURTHOUSE 2ND FLOOR - EAST,Continued,21000129CTMA
9392,5,2022-03-10 09:00:00,TRIAL MANAGEMENT,"VANN, SHANE",COURTHOUSE 2ND FLOOR - EAST,Continued,21000129CTMA
9393,6,2022-01-13 09:00:00,TRIAL MANAGEMENT,"VANN, SHANE",COURTHOUSE 2ND FLOOR - EAST,Continued,21000129CTMA
9394,7,2021-11-18 09:00:00,TRIAL MANAGEMENT,"VANN, SHANE",COURTHOUSE 2ND FLOOR - EAST,Continued,21000129CTMA
9395,8,2021-09-23 09:00:00,TRIAL MANAGEMENT,"VANN, SHANE",COURTHOUSE 2ND FLOOR - EAST,Continued,21000129CTMA
9396,9,2021-07-29 09:00:00,TRIAL MANAGEMENT,"VANN, SHANE",COURTHOUSE 2ND FLOOR - EAST,Continued,21000129CTMA
9397,10,2021-06-03 09:00:00,TRIAL MANAGEMENT,"VANN, SHANE",COURTHOUSE 2ND FLOOR - EAST,Continued,21000129CTMA
9398,11,2021-05-13 09:00:00,PRETRIAL,"VANN, SHANE",COURTHOUSE 2ND FLOOR - EAST,Continued,21000129CTMA
9399,12,2021-03-18 09:00:00,PRETRIAL,"VANN, SHANE",COURTHOUSE 2ND FLOOR - EAST,Continued,21000129CTMA
9400,13,2021-01-13 08:30:00,ARRAIGNMENT,"VANN, SHANE","COUNTY COURTROOM, BAY COUNTY COURTHOUSE 300 E 4TH STREET",Continued,21000129CTMA
9401,14,2021-01-10 08:30:00,FIRST APPEARANCE,"DYER, WILLIAM","COUNTY COURTROOM, BAY COUNTY COURTHOUSE 300 E 4TH STREET",Not Assigned,21000129CTMA
9402,0,2021-05-11 09:00:00,PRETRIAL,"VANN, SHANE",COURTHOUSE 2ND FLOOR - EAST,DISPOSED D,21000140MMMO
9403,1,2021-03-16 09:00:00,PRETRIAL,"VANN, SHANE",COURTHOUSE 2ND FLOOR - EAST,Continued,21000140MMMO
9404,2,2021-02-03 08:30:00,ARRAIGNMENT,"VANN, SHANE","COUNTY COURTROOM, BAY COUNTY COURTHOUSE 300 E 4TH STREET",Continued,21000140MMMO
9405,0,2022-12-06 09:00:00,TRIAL MANAGEMENT,"VANN, SHANE",COURTHOUSE 2ND FLOOR - EAST,Not Assigned,21000141MMMO
9406,1,2022-10-11 09:00:00,TRIAL MANAGEMENT,"VANN, SHANE",COURTHOUSE 2ND FLOOR - EAST,Continued,21000141MMMO
9407,2,2022-08-16 09:00:00,TRIAL MANAGEMENT,"VANN, SHANE",COURTHOUSE 2ND FLOOR - EAST,Continued,21000141MMMO
9408,3,2022-06-07 09:00:00,PRETRIAL,"VANN, SHANE",COURTHOUSE 2ND FLOOR - EAST,Continued,21000141MMMO
9409,4,2022-04-12 09:00:00,PRETRIAL,"VANN, SHANE",COURTHOUSE 2ND FLOOR - EAST,Continued,21000141MMMO
9410,5,2022-03-01 09:00:00,TRIAL MANAGEMENT,"VANN, SHANE",COURTHOUSE 2ND FLOOR - EAST,Continued,21000141MMMO
9411,6,2022-01-04 09:00:00,TRIAL MANAGEMENT,"VANN, SHANE",COURTHOUSE 2ND FLOOR - EAST,Continued,21000141MMMO
9412,7,2021-11-09 09:00:00,TRIAL MANAGEMENT,"VANN, SHANE",COURTHOUSE 2ND FLOOR - EAST,Continued,21000141MMMO
9413,8,2021-10-26 13:30:00,PRETRIAL,"VANN, SHANE",COURTHOUSE 2ND FLOOR - EAST,Continued,21000141MMMO
9414,9,2021-10-26 13:30:00,BOND HEARING,"VANN, SHANE",COURTHOUSE 2ND FLOOR - EAST,Continued,21000141MMMO
9415,10,2021-09-27 08:30:00,JURY TRIAL,"VANN, SHANE",COURTHOUSE 2ND FLOOR - EAST,Continued,21000141MMMO
9416,11,2021-07-20 13:30:00,TRIAL MANAGEMENT,"VANN, SHANE",COURTHOUSE 2ND FLOOR - EAST,Continued,21000141MMMO
9417,12,2021-07-06 13:30:00,PRETRIAL,"VANN, SHANE",COURTHOUSE 2ND FLOOR - EAST,Continued,21000141MMMO
9418,13,2021-05-11 13:30:00,PRETRIAL,"VANN, SHANE",COURTHOUSE 2ND FLOOR - EAST,Continued,21000141MMMO
9419,14,2021-03-03 10:30:00,ARRAIGNMENT,"VANN, SHANE","COUNTY COURTROOM, BAY COUNTY COURTHOUSE 300 E 4TH STREET",Continued,21000141MMMO
9420,15,2021-02-03 08:30:00,ARRAIGNMENT,"VANN, SHANE","COUNTY COURTROOM, BAY COUNTY COURTHOUSE 300 E 4TH STREET",Continued,21000141MMMO
9421,0,2021-05-11 13:30:00,PRETRIAL,"VANN, SHANE",COURTHOUSE 2ND FLOOR - EAST,Pre Trial,21000142MMMO
9422,1,2021-03-03 09:30:00,ARRAIGNMENT,"VANN, SHANE","COUNTY COURTROOM, BAY COUNTY COURTHOUSE 300 E 4TH STREET",Continued,21000142MMMO
9423,2,2021-02-03 08:30:00,ARRAIGNMENT,"VANN, SHANE","COUNTY COURTROOM, BAY COUNTY COURTHOUSE 300 E 4TH STREET",Continued,21000142MMMO
9424,0,2021-01-25 13:00:00,ARRAIGNMENT,"DYER, WILLIAM","COUNTY COURTROOM, BAY COUNTY COURTHOUSE 300 E 4TH STREET",Pre Trial,21000146MOMS
9425,0,2021-05-11 09:00:00,PRETRIAL,"VANN, SHANE",COURTHOUSE 2ND FLOOR - EAST,DISPOSED D,21000162MMMA
9426,1,2021-03-03 10:30:00,ARRAIGNMENT,"VANN, SHANE","COUNTY COURTROOM, BAY COUNTY COURTHOUSE 300 E 4TH STREET",Continued,21000162MMMA
9427,2,2021-02-03 08:30:00,ARRAIGNMENT,"VANN, SHANE","COUNTY COURTROOM, BAY COUNTY COURTHOUSE 300 E 4TH STREET",Continued,21000162MMMA
9428,0,2021-02-18 09:30:00,PRETRIAL,"GRAMMER, JOE",COURTHOUSE 2ND FLOOR - WEST,DISPOSED D,21000167MMMA
9429,1,2021-01-20 08:30:00,ARRAIGNMENT,"GRAMMER, JOE","COUNTY COURTROOM, BAY COUNTY COURTHOUSE 300 E 4TH STREET",Continued,21000167MMMA
9430,0,2021-11-09 14:30:00,CONTINUANCE,"MALLORY, PETER A",TO BE ANNOUNCED,Not Assigned,21000169DV
9431,1,2021-11-09 14:00:00,CONTINUANCE,"MALLORY, PETER A",TO BE ANNOUNCED,Not Assigned,21000169DV
9432,2,2021-10-13 14:00:00,CONTINUANCE,"MALLORY, PETER A",TO BE ANNOUNCED,Not Assigned,21000169DV
9433,3,2021-10-13 13:30:00,CONTINUANCE,"MALLORY, PETER A",TO BE ANNOUNCED,Not Assigned,21000169DV
9434,4,2021-08-31 10:00:00,CONTINUANCE,"MALLORY, PETER A",TO BE ANNOUNCED,Not Assigned,21000169DV
9435,5,2021-08-31 09:30:00,CONTINUANCE,"MALLORY, PETER A",TO BE ANNOUNCED,Not Assigned,21000169DV
9436,6,2021-06-10 16:00:00,DOMESTIC VIOLENCE HEARING,"MALLORY, PETER A",TO BE ANNOUNCED,Not Assigned,21000169DV
9437,0,2021-01-25 13:00:00,ARRAIGNMENT,"DYER, WILLIAM","COUNTY COURTROOM, BAY COUNTY COURTHOUSE 300 E 4TH STREET",Pre Trial,21000172MMMA
9438,0,2021-12-28 11:00:00,FORECLOSURE SALES,FORECLOSURE CLERK,ONLINE,Not Assigned,21000213CC
9439,1,2021-11-08 16:00:00,HEARING - CIVIL,"GRAMMER, JOE",JUDGES CHAMBERS,Not Assigned,21000213CC
9440,0,2021-12-29 11:00:00,FORECLOSURE SALES,FORECLOSURE CLERK,ONLINE,Not Assigned,21000214CC
9441,1,2021-12-27 11:00:00,FORECLOSURE SALES,FORECLOSURE CLERK,ONLINE,Not Assigned,21000214CC
9442,2,2021-10-18 10:00:00,HEARING - CIVIL,"DYER, WILLIAM",JUDGES CHAMBERS,Not Assigned,21000214CC
9443,3,2021-10-05 11:00:00,FORECLOSURE SALES,FORECLOSURE CLERK,ONLINE,Not Assigned,21000214CC
9444,4,2021-08-17 09:00:00,HEARING - CIVIL,"DYER, WILLIAM",JUDGES CHAMBERS,Not Assigned,21000214CC
9445,0,2021-08-24 13:30:00,CONTINUANCE,"MALLORY, PETER A",TO BE ANNOUNCED,Not Assigned,21000226DV
9446,0,2021-10-12 08:30:00,CIVIL TRAF HEARING,"VANN, SHANE","EAST COURTROOM, BAY COUNTY COURTHOUSE",Not Assigned,21000227TOMA
9447,1,2021-08-17 08:30:00,CIVIL TRAF HEARING,"VANN, SHANE","EAST COURTROOM, BAY COUNTY COURTHOUSE",DISPOSED-CONTINUED PRIOR TO COURT,21000227TOMA
9448,2,2021-07-27 08:30:00,CIVIL TRAF HEARING,"VANN, SHANE","EAST COURTROOM, BAY COUNTY COURTHOUSE",DISPOSED-CONTINUED PRIOR TO COURT,21000227TOMA
9449,3,2021-06-22 08:30:00,CIVIL TRAF HEARING,"VANN, SHANE","EAST COURTROOM, BAY COUNTY COURTHOUSE",DISPOSED-CONTINUED PRIOR TO COURT,21000227TOMA
9450,0,2021-04-26 08:30:00,JURY TRIAL,"GRAMMER, JOE",COURTHOUSE 2ND FLOOR - WEST,PLED PRIOR TO COURT,21000229MMMA
9451,1,2021-03-18 08:30:00,TRIAL MANAGEMENT,"GRAMMER, JOE",COURTHOUSE 2ND FLOOR - WEST,PLED PRIOR TO COURT,21000229MMMA
9452,2,2021-03-08 13:00:00,PLEA HEARING,"PATTERSON, CHRISTOPHER N",ANNEX CRIMINAL COURTROOM C,Continued,21000229MMMA
9453,3,2021-02-18 13:30:00,PRETRIAL,"GRAMMER, JOE",COURTHOUSE 2ND FLOOR - WEST,Continued,21000229MMMA
9454,4,2021-01-20 08:30:00,ARRAIGNMENT,"GRAMMER, JOE","COUNTY COURTROOM, BAY COUNTY COURTHOUSE 300 E 4TH STREET",Continued,21000229MMMA
9455,5,2021-01-16 08:30:00,FIRST APPEARANCE,"GRAMMER, JOE","COUNTY COURTROOM, BAY COUNTY COURTHOUSE 300 E 4TH STREET",Not Assigned,21000229MMMA
9456,0,2022-08-22 15:20:00,HEARING - CIVIL,"GOODMAN, JAMES J JR",JUDGES CHAMBERS,Not Assigned,21000231CA
9457,0,2021-09-21 13:30:00,CONTINUANCE,"MALLORY, PETER A",TO BE ANNOUNCED,Not Assigned,21000263DV
9458,1,2021-08-17 15:30:00,DOMESTIC VIOLENCE HEARING,"MALLORY, PETER A",TO BE ANNOUNCED,Not Assigned,21000263DV
9459,0,2021-09-21 14:00:00,CONTINUANCE,"MALLORY, PETER A",TO BE ANNOUNCED,Not Assigned,21000267DV
9460,1,2021-08-17 16:30:00,DOMESTIC VIOLENCE HEARING,"MALLORY, PETER A",TO BE ANNOUNCED,Not Assigned,21000267DV
9461,0,2021-04-13 10:30:00,PRETRIAL,"GRAMMER, JOE",COURTHOUSE 2ND FLOOR - WEST,PLED PRIOR TO COURT,21000276MMMA
9462,1,2021-02-17 08:30:00,ARRAIGNMENT,"GRAMMER, JOE","COUNTY COURTROOM, BAY COUNTY COURTHOUSE 300 E 4TH STREET",Pre Trial,21000276MMMA
9463,0,2021-11-04 14:00:00,CONTINUANCE,"MALLORY, PETER A",TO BE ANNOUNCED,Not Assigned,21000359DV
9464,0,2021-08-11 11:00:00,FORECLOSURE SALES,FORECLOSURE CLERK,ONLINE,Not Assigned,21000360CA
9465,0,2021-03-03 09:30:00,ARRAIGNMENT,"VANN, SHANE","COUNTY COURTROOM, BAY COUNTY COURTHOUSE 300 E 4TH STREET",Pre Trial,21000381MMMA
9466,1,2021-02-03 08:30:00,ARRAIGNMENT,"VANN, SHANE","COUNTY COURTROOM, BAY COUNTY COURTHOUSE 300 E 4TH STREET",Continued,21000381MMMA
9467,2,2021-02-01 14:00:00,FIRST APPEARANCE,"CAMPBELL, TIMOTHY CRAIG",MINI COURTROOM 2ND FLOOR,Not Assigned,21000381MMMA
9468,0,2021-06-15 10:30:00,PRETRIAL,"GRAMMER, JOE",COURTHOUSE 2ND FLOOR - WEST,Pre Trial,21000382CTMA
9469,1,2021-05-11 08:30:00,PRETRIAL,"GRAMMER, JOE",COURTHOUSE 2ND FLOOR - WEST,Continued,21000382CTMA
9470,2,2021-04-13 08:30:00,PRETRIAL,"GRAMMER, JOE",COURTHOUSE 2ND FLOOR - WEST,Continued,21000382CTMA
9471,3,2021-02-15 13:00:00,ARRAIGNMENT,"GRAMMER, JOE","COUNTY COURTROOM, BAY COUNTY COURTHOUSE 300 E 4TH STREET",Continued,21000382CTMA
9472,0,2021-04-13 08:30:00,PRETRIAL,"GRAMMER, JOE",COURTHOUSE 2ND FLOOR - WEST,DISPOSED D,21000396MMMA
9473,1,2021-02-15 13:00:00,ARRAIGNMENT,"GRAMMER, JOE","COUNTY COURTROOM, BAY COUNTY COURTHOUSE 300 E 4TH STREET",Continued,21000396MMMA
9474,0,2022-04-05 13:30:00,CONTINUANCE,"PATTERSON, CHRISTOPHER N",TO BE ANNOUNCED,Not Assigned,21000397DV
9475,1,2022-01-27 13:30:00,CONTINUANCE,"MALLORY, PETER A",TO BE ANNOUNCED,Not Assigned,21000397DV
9476,2,2021-11-18 13:00:00,DOMESTIC VIOLENCE HEARING,"MALLORY, PETER A",TO BE ANNOUNCED,Not Assigned,21000397DV
9477,0,2021-08-24 10:15:00,MOTIONS,"VANN, SHANE",COURTHOUSE 2ND FLOOR - EAST,Not Assigned,21000412MMMA
9478,1,2021-07-08 09:00:00,PRETRIAL,"VANN, SHANE",COURTHOUSE 2ND FLOOR - EAST,Failed To Appear,21000412MMMA
9479,2,2021-06-03 09:00:00,TRIAL MANAGEMENT,"VANN, SHANE",COURTHOUSE 2ND FLOOR - EAST,Continued,21000412MMMA
9480,3,2021-05-11 09:00:00,PRETRIAL,"VANN, SHANE",COURTHOUSE 2ND FLOOR - EAST,Continued,21000412MMMA
9481,4,2021-03-03 09:30:00,ARRAIGNMENT,"VANN, SHANE","COUNTY COURTROOM, BAY COUNTY COURTHOUSE 300 E 4TH STREET",Continued,21000412MMMA
9482,5,2021-02-03 08:30:00,ARRAIGNMENT,"VANN, SHANE","COUNTY COURTROOM, BAY COUNTY COURTHOUSE 300 E 4TH STREET",Continued,21000412MMMA
9483,6,2021-01-31 08:00:00,FIRST APPEARANCE,"HENRY, WILLIAM","COUNTY COURTROOM, BAY COUNTY COURTHOUSE 300 E 4TH STREET",Not Assigned,21000412MMMA
9484,0,2022-12-15 09:00:00,TRIAL MANAGEMENT,"VANN, SHANE",COURTHOUSE 2ND FLOOR - EAST,Not Assigned,21000416CTMA
9485,1,2022-10-20 09:00:00,TRIAL MANAGEMENT,"VANN, SHANE",COURTHOUSE 2ND FLOOR - EAST,Continued,21000416CTMA
9486,2,2022-08-25 09:00:00,TRIAL MANAGEMENT,"VANN, SHANE",COURTHOUSE 2ND FLOOR - EAST,Continued,21000416CTMA
9487,3,2022-06-30 09:00:00,TRIAL MANAGEMENT,"VANN, SHANE",COURTHOUSE 2ND FLOOR - EAST,Continued,21000416CTMA
9488,4,2022-05-05 09:00:00,TRIAL MANAGEMENT,"VANN, SHANE",COURTHOUSE 2ND FLOOR - EAST,Continued,21000416CTMA
9489,5,2022-03-10 09:00:00,TRIAL MANAGEMENT,"VANN, SHANE",COURTHOUSE 2ND FLOOR - EAST,Continued,21000416CTMA
9490,6,2022-01-13 09:00:00,TRIAL MANAGEMENT,"VANN, SHANE",COURTHOUSE 2ND FLOOR - EAST,Continued,21000416CTMA
9491,7,2021-11-18 09:00:00,TRIAL MANAGEMENT,"VANN, SHANE",COURTHOUSE 2ND FLOOR - EAST,Continued,21000416CTMA
9492,8,2021-09-23 09:00:00,TRIAL MANAGEMENT,"VANN, SHANE",COURTHOUSE 2ND FLOOR - EAST,Continued,21000416CTMA
9493,9,2021-07-08 09:00:00,PRETRIAL,"VANN, SHANE",COURTHOUSE 2ND FLOOR - EAST,Continued,21000416CTMA
9494,10,2021-06-03 13:00:00,TRIAL MANAGEMENT,"VANN, SHANE",COURTHOUSE 2ND FLOOR - EAST,Continued,21000416CTMA
9495,11,2021-05-13 10:00:00,PRETRIAL,"VANN, SHANE",COURTHOUSE 2ND FLOOR - EAST,Continued,21000416CTMA
9496,12,2021-03-10 10:30:00,ARRAIGNMENT,"VANN, SHANE","COUNTY COURTROOM, BAY COUNTY COURTHOUSE 300 E 4TH STREET",Continued,21000416CTMA
9497,13,2021-02-10 08:30:00,ARRAIGNMENT,"VANN, SHANE","COUNTY COURTROOM, BAY COUNTY COURTHOUSE 300 E 4TH STREET",Continued,21000416CTMA
9498,14,2021-02-09 14:00:00,FIRST APPEARANCE,"CAMPBELL, TIMOTHY CRAIG",MINI COURTROOM 2ND FLOOR,Not Assigned,21000416CTMA
9499,15,2021-02-08 14:00:00,FIRST APPEARANCE,"CAMPBELL, TIMOTHY CRAIG",MINI COURTROOM 2ND FLOOR,Not Assigned,21000416CTMA
9500,0,2021-07-06 11:00:00,PRETRIAL,"VANN, SHANE",COURTHOUSE 2ND FLOOR - EAST,DISPOSED D,21000435CTMA
9501,1,2021-05-11 11:00:00,PRETRIAL,"VANN, SHANE",COURTHOUSE 2ND FLOOR - EAST,Continued,21000435CTMA
9502,2,2021-03-05 09:30:00,ARRAIGNMENT,"VANN, SHANE","COUNTY COURTROOM, BAY COUNTY COURTHOUSE 300 E 4TH STREET",Continued,21000435CTMA
9503,0,2021-12-16 15:30:00,DOMESTIC VIOLENCE HEARING,"MALLORY, PETER A",TO BE ANNOUNCED,Not Assigned,21000442DV
9504,0,2021-04-13 08:30:00,PRETRIAL,"GRAMMER, JOE",COURTHOUSE 2ND FLOOR - WEST,Pre Trial,21000446CTMA
9505,1,2021-02-15 13:00:00,ARRAIGNMENT,"GRAMMER, JOE","COUNTY COURTROOM, BAY COUNTY COURTHOUSE 300 E 4TH STREET",Continued,21000446CTMA
9506,0,2021-05-11 11:00:00,PRETRIAL,"VANN, SHANE",COURTHOUSE 2ND FLOOR - EAST,Failed To Appear,21000450MMMA
9507,1,2021-03-05 10:30:00,ARRAIGNMENT,"VANN, SHANE","COUNTY COURTROOM, BAY COUNTY COURTHOUSE 300 E 4TH STREET",Continued,21000450MMMA
9508,2,2021-02-05 08:30:00,ARRAIGNMENT,"VANN, SHANE","COUNTY COURTROOM, BAY COUNTY COURTHOUSE 300 E 4TH STREET",Continued,21000450MMMA
9509,3,2021-02-04 14:00:00,FIRST APPEARANCE,"CAMPBELL, TIMOTHY CRAIG",MINI COURTROOM 2ND FLOOR,Not Assigned,21000450MMMA
9510,0,2021-05-13 10:00:00,PRETRIAL,"VANN, SHANE",COURTHOUSE 2ND FLOOR - EAST,Pre Trial,21000462CTMA
9511,1,2021-03-12 09:30:00,ARRAIGNMENT,"VANN, SHANE","COUNTY COURTROOM, BAY COUNTY COURTHOUSE 300 E 4TH STREET",Continued,21000462CTMA
9512,2,2021-02-12 08:30:00,ARRAIGNMENT,"VANN, SHANE","COUNTY COURTROOM, BAY COUNTY COURTHOUSE 300 E 4TH STREET",Continued,21000462CTMA
9513,0,2022-06-07 09:30:00,CONTINUANCE,"PATTERSON, CHRISTOPHER N",TO BE ANNOUNCED,Not Assigned,21000462DV
9514,1,2021-12-28 15:30:00,DOMESTIC VIOLENCE HEARING,"MALLORY, PETER A",TO BE ANNOUNCED,Not Assigned,21000462DV
9515,0,2021-03-05 08:30:00,ARRAIGNMENT,"VANN, SHANE","COUNTY COURTROOM, BAY COUNTY COURTHOUSE 300 E 4TH STREET",PLED PRIOR TO COURT,21000475MMMA
9516,0,2022-12-15 09:00:00,TRIAL MANAGEMENT,"VANN, SHANE",COURTHOUSE 2ND FLOOR - EAST,Not Assigned,21000476MMMO
9517,1,2022-10-20 09:00:00,TRIAL MANAGEMENT,"VANN, SHANE",COURTHOUSE 2ND FLOOR - EAST,Continued,21000476MMMO
9518,2,2022-08-25 09:00:00,TRIAL MANAGEMENT,"VANN, SHANE",COURTHOUSE 2ND FLOOR - EAST,Continued,21000476MMMO
9519,3,2022-06-30 09:00:00,TRIAL MANAGEMENT,"VANN, SHANE",COURTHOUSE 2ND FLOOR - EAST,Continued,21000476MMMO
9520,4,2022-05-05 09:00:00,TRIAL MANAGEMENT,"VANN, SHANE",COURTHOUSE 2ND FLOOR - EAST,Continued,21000476MMMO
9521,5,2022-03-10 09:00:00,TRIAL MANAGEMENT,"VANN, SHANE",COURTHOUSE 2ND FLOOR - EAST,Continued,21000476MMMO
9522,6,2022-01-13 09:00:00,TRIAL MANAGEMENT,"VANN, SHANE",COURTHOUSE 2ND FLOOR - EAST,Continued,21000476MMMO
9523,7,2021-11-18 09:00:00,TRIAL MANAGEMENT,"VANN, SHANE",COURTHOUSE 2ND FLOOR - EAST,Continued,21000476MMMO
9524,8,2021-09-23 09:00:00,TRIAL MANAGEMENT,"VANN, SHANE",COURTHOUSE 2ND FLOOR - EAST,Continued,21000476MMMO
9525,9,2021-07-08 09:00:00,PRETRIAL,"VANN, SHANE",COURTHOUSE 2ND FLOOR - EAST,Continued,21000476MMMO
9526,10,2021-06-03 13:00:00,TRIAL MANAGEMENT,"VANN, SHANE",COURTHOUSE 2ND FLOOR - EAST,Continued,21000476MMMO
9527,11,2021-05-13 10:00:00,PRETRIAL,"VANN, SHANE",COURTHOUSE 2ND FLOOR - EAST,Continued,21000476MMMO
9528,12,2021-03-10 10:30:00,ARRAIGNMENT,"VANN, SHANE","COUNTY COURTROOM, BAY COUNTY COURTHOUSE 300 E 4TH STREET",Continued,21000476MMMO
9529,13,2021-02-10 08:30:00,ARRAIGNMENT,"VANN, SHANE","COUNTY COURTROOM, BAY COUNTY COURTHOUSE 300 E 4TH STREET",Continued,21000476MMMO
9530,14,2021-02-09 14:00:00,FIRST APPEARANCE,"CAMPBELL, TIMOTHY CRAIG",MINI COURTROOM 2ND FLOOR,Not Assigned,21000476MMMO
9531,15,2021-02-08 14:00:00,FIRST APPEARANCE,"CAMPBELL, TIMOTHY CRAIG",MINI COURTROOM 2ND FLOOR,Not Assigned,21000476MMMO
9532,0,2022-12-06 09:00:00,TRIAL MANAGEMENT,"VANN, SHANE",COURTHOUSE 2ND FLOOR - EAST,Not Assigned,21000513MMMA
9533,1,2022-10-11 09:00:00,TRIAL MANAGEMENT,"VANN, SHANE",COURTHOUSE 2ND FLOOR - EAST,Continued,21000513MMMA
9534,2,2022-08-16 09:00:00,TRIAL MANAGEMENT,"VANN, SHANE",COURTHOUSE 2ND FLOOR - EAST,Continued,21000513MMMA
9535,3,2022-06-21 09:00:00,TRIAL MANAGEMENT,"VANN, SHANE",COURTHOUSE 2ND FLOOR - EAST,Continued,21000513MMMA
